filename,words,characters,sentences,cl,ari,md5
texts/constitution.txt,7109,33766,193,11.091,19.358,
texts/constitution.txt,7109,33766,193,11.091,19.358,
texts/constitution.txt,7109,33766,193,11.091,19.358,
texts/constitution.txt,7109,33766,193,11.091,19.358,
texts/constitution.txt,7109,33766,193,11.091,19.358,
